"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Flow"
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION27","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",39,-0.498583011631194,-1.43819978812251,0.0386996904024768,0.135448916408669,0.096138178262995,1962,"tags=41%, list=16%, signal=35%","YWHAQ/TLR4/ARPC1A/TUBA1C/ACTB/NCK2/PRKCA/CTTN/NCK1/OCLN/EZR/ARPC2/CLDN1/CDH1/CTNNB1/ITGB1","P3: C3->G1"
"KEGG_BLADDER_CANCER27","KEGG_BLADDER_CANCER","KEGG_BLADDER_CANCER",34,-0.529144106881845,-1.47048641767768,0.041335453100159,0.141837339069173,0.10067251735436,1824,"tags=29%, list=15%, signal=25%","BRAF/RAF1/EGFR/KRAS/DAPK1/CDKN1A/VEGFA/DAPK3/CDH1/MMP1","P3: C3->G1"
"KEGG_CITRATE_CYCLE_TCA_CYCLE27","KEGG_CITRATE_CYCLE_TCA_CYCLE","KEGG_CITRATE_CYCLE_TCA_CYCLE",28,0.514010011158084,1.52185975110297,0.0449529975275689,0.148689920049939,0.105536304155747,3447,"tags=54%, list=28%, signal=38%","ACLY/PDHA1/MDH1/IDH1/SUCLG1/ACO2/SDHD/IDH3B/FH/PDHB/SDHC/SUCLG2/MDH2/IDH3A/ACO1","P3: C3->G1"
"KEGG_LYSINE_DEGRADATION27","KEGG_LYSINE_DEGRADATION","KEGG_LYSINE_DEGRADATION",34,0.47015231259177,1.44034577278895,0.0455475410471712,0.148689920049939,0.105536304155747,3289,"tags=41%, list=27%, signal=30%","ECHS1/NSD1/SETD2/ALDH3A2/SETDB1/HADHA/ASH1L/AASDH/GCDH/SETMAR/EHMT2/SETD7/ALDH1B1/AADAT","P3: C3->G1"
"KEGG_DORSO_VENTRAL_AXIS_FORMATION27","KEGG_DORSO_VENTRAL_AXIS_FORMATION","KEGG_DORSO_VENTRAL_AXIS_FORMATION",20,-0.611870111287524,-1.49155083319121,0.0458814610439813,0.148689920049939,0.105536304155747,1422,"tags=50%, list=12%, signal=44%","GRB2/MAP2K1/SPIRE1/ETV7/EGFR/KRAS/SOS1/SOS2/NOTCH2/ETS1","P3: C3->G1"
"KEGG_THYROID_CANCER27","KEGG_THYROID_CANCER","KEGG_THYROID_CANCER",23,-0.582007103725641,-1.47610051101455,0.0479452054794521,0.151880417850728,0.107800837933148,1215,"tags=35%, list=10%, signal=31%","BRAF/TPR/RXRA/TCF7L2/CCDC6/KRAS/CDH1/CTNNB1","P3: C3->G1"
"KEGG_PEROXISOME27","KEGG_PEROXISOME","KEGG_PEROXISOME",66,0.401745065139416,1.39682221675472,0.048601733712233,0.151880417850728,0.107800837933148,3485,"tags=47%, list=29%, signal=34%","GSTK1/PRDX1/CAT/AGPS/PEX1/PEX26/IDH1/HSD17B4/ECI2/PHYH/PMVK/SCP2/PRDX5/PXMP2/ABCD3/SOD2/NUDT12/ECH1/CROT/DECR2/FAR1/CRAT/ACOX1/EPHX2/DHRS4/ACSL4/PEX11B/HACL1/MLYCD/PEX11A/SOD1","P3: C3->G1"
"KEGG_DNA_REPLICATION27","KEGG_DNA_REPLICATION","KEGG_DNA_REPLICATION",36,0.46507377349826,1.44798898170169,0.0497114706775727,0.152622936290793,0.108327858540232,3231,"tags=53%, list=27%, signal=39%","POLD2/MCM7/PCNA/POLE3/LIG1/MCM3/RNASEH2C/SSBP1/MCM5/FEN1/POLE/MCM4/MCM2/POLD1/RPA3/PRIM2/RFC5/RNASEH1/RFC4","P3: C3->G1"
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY27","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",35,-0.530575789289167,-1.48667969592745,0.0568077180161844,0.169148380355277,0.120057196282242,1626,"tags=26%, list=13%, signal=22%","TRAF6/TAB2/IL1B/BIRC2/XIAP/HSP90B1/NFKBIB/CXCL2/BIRC3","P3: C3->G1"
"KEGG_BUTANOATE_METABOLISM27","KEGG_BUTANOATE_METABOLISM","KEGG_BUTANOATE_METABOLISM",27,0.480204858768315,1.41679762152276,0.0573982079346744,0.169148380355277,0.120057196282242,1511,"tags=26%, list=12%, signal=23%","AKR1B10/ECHS1/PDHA1/HMGCS1/ALDH3A2/HMGCS2/HADHA","P3: C3->G1"
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY27","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",43,-0.479415002333064,-1.40175040322948,0.0579937304075235,0.169148380355277,0.120057196282242,1769,"tags=33%, list=15%, signal=28%","IRS1/PPARGC1A/PRKAB2/ADIPOR1/PRKAG1/RXRA/TNFRSF1A/ADIPOR2/PRKAA1/JAK2/ACSL5/NFKBIB/IRS2/SLC2A1","P3: C3->G1"
"KEGG_MELANOMA27","KEGG_MELANOMA","KEGG_MELANOMA",44,-0.460479333624433,-1.35087354277397,0.062015503875969,0.176964303771868,0.125604738917777,1824,"tags=30%, list=15%, signal=25%","BRAF/RAF1/EGFR/MITF/IGF1R/PDGFB/KRAS/PDGFC/CDKN1A/PTEN/PDGFA/CDH1/PIK3CA","P3: C3->G1"
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION27","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",43,-0.473148733815713,-1.38342860608464,0.0626959247648903,0.176964303771868,0.125604738917777,832,"tags=19%, list=7%, signal=17%","P2RX4/GABRP/PRSS3/F2RL1/SSTR1/BDKRB2/PARD3/GABRE","P3: C3->G1"
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS27","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",13,0.609530410494977,1.44295873883736,0.0654205607476635,0.181723779854621,0.128982893370498,1721,"tags=46%, list=14%, signal=40%","HMGCS1/PMVK/FDPS/HMGCS2/HMGCR/GGPS1","P3: C3->G1"
"KEGG_N_GLYCAN_BIOSYNTHESIS27","KEGG_N_GLYCAN_BIOSYNTHESIS","KEGG_N_GLYCAN_BIOSYNTHESIS",40,0.42891655655632,1.36372066936136,0.0691005986960414,0.188946949559488,0.134109714574554,1604,"tags=25%, list=13%, signal=22%","MAN2A2/MGAT5/MAN1B1/B4GALT2/STT3A/ALG3/FUT8/DPM2/DPAGT1/DOLPP1","P3: C3->G1"
"KEGG_ARACHIDONIC_ACID_METABOLISM27","KEGG_ARACHIDONIC_ACID_METABOLISM","KEGG_ARACHIDONIC_ACID_METABOLISM",31,0.451331349446262,1.34483710930999,0.0727762803234501,0.195936139332366,0.139070462804326,1782,"tags=26%, list=15%, signal=22%","PTGS2/GPX2/GGT6/PTGES2/TBXAS1/CYP2C18/PLA2G10/LTA4H","P3: C3->G1"
"KEGG_PROTEIN_EXPORT27","KEGG_PROTEIN_EXPORT","KEGG_PROTEIN_EXPORT",22,0.497948836682411,1.38367290906387,0.0756501182033097,0.200587434629988,0.142371833301285,2071,"tags=41%, list=17%, signal=34%","SEC61B/SEC11C/SEC61G/SRPRB/SRP14/SRP72/SEC63/SRP54/IMMP2L","P3: C3->G1"
"KEGG_TYPE_II_DIABETES_MELLITUS27","KEGG_TYPE_II_DIABETES_MELLITUS","KEGG_TYPE_II_DIABETES_MELLITUS",26,-0.536544836131046,-1.40738331245865,0.08,0.208955223880597,0.148311076197958,590,"tags=35%, list=5%, signal=33%","PRKCZ/CACNA1C/SOCS4/IRS1/PKM/INSR/IRS2/PIK3CA/HK2","P3: C3->G1"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE27","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",13,-0.659576166013924,-1.47120740841664,0.0818815331010453,0.210222428892506,0.149210505920696,359,"tags=23%, list=3%, signal=22%","EXT1/EXTL3/HS3ST1","P3: C3->G1"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P45027","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",33,0.441418556191006,1.33702053548119,0.0828877005347594,0.210222428892506,0.149210505920696,2177,"tags=39%, list=18%, signal=32%","ALDH3A1/GSTK1/MGST1/UGT2B15/ADH5/GSTA1/GSTM3/GSTO1/MGST2/CYP2C18/ADH1C/EPHX1/GSTO2","P3: C3->G1"
"KEGG_COLORECTAL_CANCER27","KEGG_COLORECTAL_CANCER","KEGG_COLORECTAL_CANCER",47,-0.440084106531707,-1.29406652943499,0.0909090909090909,0.224406138322472,0.159277740283018,1824,"tags=23%, list=15%, signal=20%","BRAF/RAF1/RALGDS/RAC1/TCF7L2/KRAS/TGFBR1/SMAD2/PIK3CA/SMAD3/CTNNB1","P3: C3->G1"
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY27","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",69,-0.400307710012328,-1.27475608745072,0.091044776119403,0.224406138322472,0.159277740283018,1786,"tags=22%, list=15%, signal=19%","RAF1/PPP3CC/PAK1/NCK2/CBLB/PAK2/KRAS/NCK1/SOS1/SOS2/NFATC2/NFKBIB/NFAT5/BCL10/PIK3CA","P3: C3->G1"
"KEGG_FATTY_ACID_METABOLISM27","KEGG_FATTY_ACID_METABOLISM","KEGG_FATTY_ACID_METABOLISM",31,0.45636650735333,1.35984042608151,0.0936673826650081,0.227663777310784,0.161589929158932,3103,"tags=45%, list=26%, signal=34%","ECHS1/ADH5/ECI2/ALDH3A2/HADHA/ADH1C/GCDH/ACADVL/CPT1A/ACADM/CPT2/ACOX1/ALDH1B1/ACSL4","P3: C3->G1"
"KEGG_MISMATCH_REPAIR27","KEGG_MISMATCH_REPAIR","KEGG_MISMATCH_REPAIR",23,0.469519973146404,1.32411112824547,0.0956937799043062,0.229402897030871,0.162824311877551,2432,"tags=39%, list=20%, signal=31%","POLD2/PCNA/LIG1/SSBP1/MSH3/MLH1/MLH3/POLD1/RPA3","P3: C3->G1"
"KEGG_PYRIMIDINE_METABOLISM27","KEGG_PYRIMIDINE_METABOLISM","KEGG_PYRIMIDINE_METABOLISM",84,0.337711394536854,1.24240060311697,0.0984615384615385,0.232848232848233,0.16526972316446,2824,"tags=35%, list=23%, signal=27%","POLD2/NME1/POLR2I/POLR2L/POLE3/PNPT1/POLR2E/ITPA/NT5C/POLR2G/POLR2F/NME4/POLR3K/RRM2/RRM2B/NME3/POLE/ENTPD5/CAD/RRM1/POLR1B/NME7/POLD1/DTYMK/POLR3H/POLR3A/CMPK2/POLR1C/UCK2","P3: C3->G1"
"KEGG_CHRONIC_MYELOID_LEUKEMIA27","KEGG_CHRONIC_MYELOID_LEUKEMIA","KEGG_CHRONIC_MYELOID_LEUKEMIA",64,-0.405763335466424,-1.28030047321696,0.100890207715134,0.234301780693533,0.166301414266688,1824,"tags=23%, list=15%, signal=20%","BRAF/SHC2/RAF1/BCL2L1/SHC1/CRKL/CBLB/KRAS/SOS1/SOS2/CDKN1A/TGFBR1/RUNX1/PIK3CA/SMAD3","P3: C3->G1"
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM27","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",14,0.570692527321884,1.37942674657286,0.102974828375286,0.234301780693533,0.166301414266688,3477,"tags=57%, list=29%, signal=41%","PGP/MDH1/ACO2/GLYCTK/HYI/MDH2/ACO1/MTHFD2","P3: C3->G1"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS27","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",63,-0.40542645388003,-1.27612296401345,0.103092783505155,0.234301780693533,0.166301414266688,1917,"tags=29%, list=16%, signal=24%","ARPC1A/LYN/PLD1/RAF1/RAC1/PAK1/LIMK2/SCIN/ARF6/CRKL/DNM2/PRKCA/WASF2/MARCKS/PIP5K1B/ASAP2/ARPC2/PIK3CA","P3: C3->G1"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION27","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",39,0.404782429484134,1.27579991132167,0.106741573033708,0.239484298473063,0.169979832901181,1798,"tags=21%, list=15%, signal=18%","IVD/ECHS1/HMGCS1/HIBCH/ALDH3A2/HMGCS2/HADHA/ACAD8","P3: C3->G1"
"KEGG_HEDGEHOG_SIGNALING_PATHWAY27","KEGG_HEDGEHOG_SIGNALING_PATHWAY","KEGG_HEDGEHOG_SIGNALING_PATHWAY",27,-0.510462129339911,-1.35119025983409,0.110738255033557,0.244778315173555,0.173737390619425,1321,"tags=22%, list=11%, signal=20%","WNT7B/CSNK1G3/CSNK1E/CSNK1G1/PRKACB/BMP2","P3: C3->G1"
"KEGG_SPLICEOSOME27","KEGG_SPLICEOSOME","KEGG_SPLICEOSOME",113,0.321518151267951,1.22207350734368,0.111898658365054,0.244778315173555,0.173737390619425,2245,"tags=34%, list=18%, signal=28%","LSM7/TCERG1/SNRPD3/LSM4/SNRPD1/SRSF8/SNRPE/SNRPD2/DDX46/HNRNPU/PRPF31/HNRNPA3/MAGOH/RBM25/LSM5/SNRPF/SNRPA1/HSPA2/SF3B3/LSM2/SRSF10/DDX23/RBM17/SNRPB2/SNRPB/SRSF9/SRSF2/SNRNP70/SF3B4/DDX42/BCAS2/CHERP/SRSF1/SRSF6/DHX38/THOC2/PRPF38B/U2AF1","P3: C3->G1"
"KEGG_RNA_POLYMERASE27","KEGG_RNA_POLYMERASE","KEGG_RNA_POLYMERASE",25,0.440297389447649,1.27089653204612,0.120987654320988,0.261393080323121,0.185530126184231,3516,"tags=52%, list=29%, signal=37%","POLR2I/POLR2L/POLR2E/POLR2G/POLR2F/POLR3K/POLR1B/POLR3H/POLR3A/POLR1C/POLR1E/POLR3D/POLR2J","P3: C3->G1"
"KEGG_VIBRIO_CHOLERAE_INFECTION27","KEGG_VIBRIO_CHOLERAE_INFECTION","KEGG_VIBRIO_CHOLERAE_INFECTION",42,0.379743449319345,1.22536828701902,0.125,0.266768292682927,0.189345314505777,1615,"tags=29%, list=13%, signal=25%","SEC61B/ATP6V1G1/SEC61G/KDELR3/ATP6AP1/PLCG1/ATP6V0D1/TCIRG1/KCNQ1/PRKACA/KDELR1/SLC12A2","P3: C3->G1"
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS27","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",11,-0.639174332648261,-1.35765929793012,0.131238447319778,0.276707569650135,0.196399959210321,13,"tags=18%, list=0%, signal=18%","PPCDC/VNN1","P3: C3->G1"
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS27","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",16,0.514162398830127,1.29236823164593,0.135011441647597,0.281273836765828,0.199640978877399,889,"tags=19%, list=7%, signal=17%","UGDH/UGT2B15/CRYL1","P3: C3->G1"
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION27","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",24,-0.504821815427306,-1.30413492659375,0.14261744966443,0.290697674418605,0.206329777933205,1001,"tags=25%, list=8%, signal=23%","PRKCA/KRAS/INSR/IRS2/PIK3CA/ATP1B1","P3: C3->G1"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES27","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",13,-0.603199332798863,-1.34545693566939,0.142857142857143,0.290697674418605,0.206329777933205,2086,"tags=46%, list=17%, signal=38%","B4GALT1/FUT6/FUT3/B3GALT5/B4GALT4/B3GNT5","P3: C3->G1"
"KEGG_HOMOLOGOUS_RECOMBINATION27","KEGG_HOMOLOGOUS_RECOMBINATION","KEGG_HOMOLOGOUS_RECOMBINATION",23,0.43441547367557,1.22511159455295,0.155502392344498,0.312792168509047,0.222011885016948,4234,"tags=52%, list=35%, signal=34%","POLD2/BRCA2/SSBP1/RAD50/POLD1/RPA3/RPA2/TOP3A/POLD3/RAD51C/XRCC3/BLM","P3: C3->G1"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P45027","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",29,0.417222934091814,1.2292882484862,0.157622739018088,0.313419048337229,0.222456828293492,1749,"tags=38%, list=14%, signal=33%","ALDH3A1/GSTK1/MGST1/UGT2B15/ADH5/GSTA1/GSTM3/GSTO1/MGST2/CYP2C18/ADH1C","P3: C3->G1"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM27","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",24,-0.492410640082977,-1.27207243097256,0.159395973154362,0.313419048337229,0.222456828293492,728,"tags=12%, list=6%, signal=12%","SMS/MTAP/LDHA","P3: C3->G1"
"KEGG_GLIOMA27","KEGG_GLIOMA","KEGG_GLIOMA",49,-0.408561718105444,-1.2147929932464,0.173106646058733,0.336596256225313,0.238907417952403,1824,"tags=33%, list=15%, signal=28%","BRAF/SHC2/RAF1/EGFR/IGF1R/SHC1/PRKCA/PDGFB/KRAS/SOS1/SOS2/CDKN1A/PTEN/PDGFA/CAMK2D/PIK3CA","P3: C3->G1"
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS27","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",119,-0.337021311268709,-1.15752746636923,0.180952380952381,0.338772123893805,0.240451793199814,2546,"tags=33%, list=21%, signal=26%","CBL/MAP3K1/UBE2E1/RNF7/UBE2W/RCHY1/ANAPC7/UBE3A/CUL2/FZR1/PIAS4/WWP1/PML/NEDD4/UBE2A/UBE2J1/UBE3B/TRAF6/UBR5/UBA1/HERC3/UBE2G1/UBE2R2/UBE2I/BIRC2/CDC23/CBLB/ITCH/UBE4B/UBE2B/HERC4/SIAH1/XIAP/SMURF1/UBE4A/UBA6/BIRC3/PIAS1/UBE2D1","P3: C3->G1"
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG27","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",13,0.529432599536157,1.25334090469039,0.182242990654206,0.338772123893805,0.240451793199814,1873,"tags=46%, list=15%, signal=39%","HES1/FOXA2/PDX1/HNF1B/MAFA/HHEX","P3: C3->G1"
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION27","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",17,0.491016466428883,1.25283628877647,0.18348623853211,0.338772123893805,0.240451793199814,2487,"tags=24%, list=20%, signal=19%","PIGR/LTBR/TNFSF13B/IL15","P3: C3->G1"
"KEGG_INSULIN_SIGNALING_PATHWAY27","KEGG_INSULIN_SIGNALING_PATHWAY","KEGG_INSULIN_SIGNALING_PATHWAY",100,-0.351121204701981,-1.17965351863207,0.183844011142061,0.338772123893805,0.240451793199814,2277,"tags=33%, list=19%, signal=27%","PRKCZ/PPP1R3D/PCK1/BAD/FOXO1/SOCS4/BRAF/SHC2/RAF1/INPP5K/IRS1/PRKAR1A/FLOT1/TRIP10/PPARGC1A/PRKAB2/PRKAG1/PPP1CB/SHC1/CRKL/PRKAA1/CBLB/KRAS/SOS1/SOS2/RAPGEF1/INSR/PRKACB/PPP1R3B/IRS2/RHEB/PIK3CA/HK2","P3: C3->G1"
"KEGG_RETINOL_METABOLISM27","KEGG_RETINOL_METABOLISM","KEGG_RETINOL_METABOLISM",26,-0.470475688709195,-1.23408071165388,0.185,0.338772123893805,0.240451793199814,1194,"tags=15%, list=10%, signal=14%","RDH10/DHRS3/CYP3A5/DHRS9","P3: C3->G1"
"KEGG_NITROGEN_METABOLISM27","KEGG_NITROGEN_METABOLISM","KEGG_NITROGEN_METABOLISM",14,-0.564891974335151,-1.27995902931989,0.185840707964602,0.338772123893805,0.240451793199814,232,"tags=21%, list=2%, signal=21%","GLUL/CA12/CA9","P3: C3->G1"
"KEGG_STEROID_BIOSYNTHESIS27","KEGG_STEROID_BIOSYNTHESIS","KEGG_STEROID_BIOSYNTHESIS",15,0.506734985816515,1.25264529509103,0.189497716894977,0.341877324295062,0.242655785063563,4281,"tags=60%, list=35%, signal=39%","EBP/DHCR24/SQLE/LIPA/TM7SF2/SOAT1/HSD17B7/DHCR7/FDFT1","P3: C3->G1"
"KEGG_TGF_BETA_SIGNALING_PATHWAY27","KEGG_TGF_BETA_SIGNALING_PATHWAY","KEGG_TGF_BETA_SIGNALING_PATHWAY",55,-0.38023157761603,-1.16110778444368,0.225609756097561,0.398174157303371,0.282613837965701,1603,"tags=20%, list=13%, signal=17%","SMAD5/BMPR2/CREBBP/E2F4/SP1/BMPR1B/SMURF1/TGFBR1/SMAD2/BMP2/SMAD3","P3: C3->G1"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY27","KEGG_PENTOSE_PHOSPHATE_PATHWAY","KEGG_PENTOSE_PHOSPHATE_PATHWAY",21,-0.48128959281827,-1.19669279555631,0.225641025641026,0.398174157303371,0.282613837965701,1540,"tags=29%, list=13%, signal=25%","PGM1/ALDOC/ALDOB/PFKP/GPI/ALDOA","P3: C3->G1"
"KEGG_PROTEASOME27","KEGG_PROTEASOME","KEGG_PROTEASOME",39,0.36374801387678,1.14646696606582,0.22752808988764,0.398174157303371,0.282613837965701,2236,"tags=31%, list=18%, signal=25%","PSME2/PSMB3/PSMA4/PSMB2/PSMD14/PSMA7/PSMB6/PSMB7/PSMC2/PSMB5/PSMB1/PSMB8","P3: C3->G1"
"KEGG_TYROSINE_METABOLISM27","KEGG_TYROSINE_METABOLISM","KEGG_TYROSINE_METABOLISM",19,0.450923007713895,1.18295110412021,0.23021582733813,0.398888809744284,0.28312107999895,3009,"tags=47%, list=25%, signal=36%","ALDH3A1/DDC/ADH5/COMT/TRMT11/ADH1C/GOT2/GSTZ1/GOT1","P3: C3->G1"
"KEGG_TRYPTOPHAN_METABOLISM27","KEGG_TRYPTOPHAN_METABOLISM","KEGG_TRYPTOPHAN_METABOLISM",24,0.398977959004301,1.13563920227386,0.238916256157635,0.409905341446924,0.290940332575862,2115,"tags=25%, list=17%, signal=21%","ECHS1/DDC/CAT/ALDH3A2/HADHA/GCDH","P3: C3->G1"
"KEGG_CIRCADIAN_RHYTHM_MAMMAL27","KEGG_CIRCADIAN_RHYTHM_MAMMAL","KEGG_CIRCADIAN_RHYTHM_MAMMAL",11,-0.579727506671006,-1.23138930882393,0.245841035120148,0.41769107908763,0.29646645011934,4154,"tags=73%, list=34%, signal=48%","CLOCK/PER2/CRY2/BHLHE41/PER3/CRY1/NPAS2/CSNK1E","P3: C3->G1"
"KEGG_RIBOFLAVIN_METABOLISM27","KEGG_RIBOFLAVIN_METABOLISM","KEGG_RIBOFLAVIN_METABOLISM",11,0.514044261963187,1.18422506295618,0.251626898047722,0.423410645753379,0.300526052324203,210,"tags=18%, list=2%, signal=18%","PHPT1/FLAD1","P3: C3->G1"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM27","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",27,-0.43911276430682,-1.16232890942848,0.25503355704698,0.425055928411633,0.301693831895174,1517,"tags=33%, list=12%, signal=29%","ALDOC/MTMR6/ALDOB/TPI1/PFKP/SORD/PFKFB3/HK2/ALDOA","P3: C3->G1"
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT27","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",34,-0.420215240902628,-1.16777413980809,0.257551669316375,0.425203227644959,0.301798381125445,2490,"tags=32%, list=20%, signal=26%","STX7/STX16/STX10/STX1A/STX4/VAMP8/VAMP4/VAMP3/STX3/STX18/VAMP2","P3: C3->G1"
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM27","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",13,0.496224943284278,1.17472747218578,0.266355140186916,0.434824159021407,0.308627072267826,1163,"tags=23%, list=10%, signal=21%","UGDH/UGT2B15/ALDH3A2","P3: C3->G1"
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS27","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",17,0.447735649668636,1.14240459951056,0.268348623853211,0.434824159021407,0.308627072267826,1511,"tags=29%, list=12%, signal=26%","TECR/SCD/ELOVL6/HSD17B12/HADHA","P3: C3->G1"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS27","KEGG_STEROID_HORMONE_BIOSYNTHESIS","KEGG_STEROID_HORMONE_BIOSYNTHESIS",24,-0.444851784546854,-1.1492109327606,0.283557046979866,0.454904495188855,0.322879581547579,56,"tags=29%, list=0%, signal=29%","UGT1A10/UGT2B7/HSD17B2/SULT2B1/STS/CYP3A5/SRD5A3","P3: C3->G1"
"KEGG_MTOR_SIGNALING_PATHWAY27","KEGG_MTOR_SIGNALING_PATHWAY","KEGG_MTOR_SIGNALING_PATHWAY",35,-0.40525261421775,-1.13552266319241,0.285939968404423,0.454904495188855,0.322879581547579,1409,"tags=23%, list=12%, signal=20%","HIF1A/EIF4B/PRKAA1/VEGFA/ULK1/RHEB/PIK3CA/RICTOR","P3: C3->G1"
"KEGG_BASAL_CELL_CARCINOMA27","KEGG_BASAL_CELL_CARCINOMA","KEGG_BASAL_CELL_CARCINOMA",29,-0.421620472855195,-1.13253261827114,0.291056910569106,0.458873507653996,0.325696685131858,1321,"tags=17%, list=11%, signal=15%","WNT7B/TCF7L2/DVL1/BMP2/CTNNB1","P3: C3->G1"
"KEGG_P53_SIGNALING_PATHWAY27","KEGG_P53_SIGNALING_PATHWAY","KEGG_P53_SIGNALING_PATHWAY",56,-0.357632569672597,-1.09622911231966,0.310136157337368,0.484587745839637,0.343947994039562,661,"tags=16%, list=5%, signal=15%","SIAH1/CDKN1A/SESN1/PTEN/CD82/APAF1/PERP/TNFRSF10B/CCNG2","P3: C3->G1"
